From Sched Date: 06/26/23   To Sched Date: 06/27/23   From Truck:      To Truck: zzzzzzzz   Whs-Code: o   Sort By Load: no   SKU Group: Cabinets   Order Status: To Do Finish In Scan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sched Date,Attribute,Truck,Load,Cust#,Order,Line,Item,QT,DP,MR,DA,FI,FO,NH,RW,PL,XS,XR,LD,D2,WI,WO,SI,SO,AS,QI,QO,OrigOrd#,ProdLine,OrderCode,ShipDate,Deliv-Window,Species,Color,InvHold,ShipEntry,ProgressiveWO,FINLINE,PA FF Cart#,PA FF Slot#,KIT Cab,Job/Designer,MODS,,,,,,,,,,,,,,
6/27/2023,Base,382209,10,72067SP,3142413,4,B18DWB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,ds,6/29/2023,07/03/23-07/07/23,MPL,EUCALYPTUS CLASSIC,no,?,,,,, ,SH60LY0123/MELANIE FL,YZ,MPL,22T,F,H3,ECA,CLSC,,,,,,,,
6/27/2023,Base,382209,10,72067SP,3142413,5,SB36B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,ds,6/29/2023,07/03/23-07/07/23,MPL,EUCALYPTUS CLASSIC,no,?,,,,, ,SH60LY0123/MELANIE FL,YZ,MPL,22T,F,H3,ECA,CLSC,WER,,,,,,,
6/27/2023,Base,382209,10,72067SP,3142413,6,BT18-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,ds,6/29/2023,07/03/23-07/07/23,MPL,EUCALYPTUS CLASSIC,no,?,,,,, ,SH60LY0123/MELANIE FL,YZ,MPL,22T,F,H3,ECA,CLSC,R,WEL,,,,,,
6/27/2023,Base,382209,40,74109,3153597,2,B21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3079913,YZ,REPL,6/29/2023,07/03/23-07/07/23,MDF,EUCALYPTUS CLASSIC,no,?,,,,, ,5833/RP1/Jessica,YZ,MDF,LQ,F,ECA,H3,L,CLSC,SS32,,,,,,
6/27/2023,Wall,382209,50,L1906,3156630,1,W3036B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092914,t2,repl,6/29/2023,07/03/23-07/07/23,MPL,CELESTE CLASSIC,no,?,,,,, ,gosche/shawn,t2,MPL,SE,F,CLS,H3,LR,CLSC,MD15,plybox,FFEL,DM11,,,
6/27/2023,Wall,382209,50,L1906,3156630,2,24WLS3018,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3092914,t2,repl,6/29/2023,07/03/23-07/07/23,MPL,CELESTE CLASSIC,no,?,,,,,KIT,gosche/shawn,t2,MPL,SE,F,CLS,CLSC,plybox,DD11,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,2,BT30B-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,lr,plybox,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,5,BT15-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,L,plybox,WEL,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,6,BT24B-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,WER,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,7,BT27B-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,WEB,,,,,,,
6/27/2023,Vanity,382212,40,L1719,3122328,8,21AHVSB36B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Vanity,382212,40,L1719,3122328,9,21AHVDB18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,10,BT24-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,L,plybox,WEL,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,11,BT24-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,R,plybox,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,12,4DB15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,13,B18DWB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,14,SB36B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,15,B12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,R,plybox,,,,,,,
6/27/2023,SSusans,382212,40,L1719,3122328,16,ASSCB36L33R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,R,plybox,,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,17,BT27B-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,18,WBC4830,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,FBR,MD24,plybox,WEB,,,,,
6/27/2023,Vanity,382212,40,L1719,3122328,19,21AHVSDB30R,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,L,plybox,WEL,,,,,,
6/27/2023,Base,382212,40,L1719,3122328,20,12BFH42,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,MD8,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,21,W3627B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,1FHMEL,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,22,W3612B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,1FHMEL,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,23,W3627B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,FFER,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,24,W3612B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,25,W2712B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,26,W2727B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,FFEL,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,27,W2427B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,28,W2412B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,29,W1530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,L,plybox,MH27,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,30,W1512,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,L,plybox,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,31,CQW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,CQN512768,MH27,FISTD,plybox,,,,
6/27/2023,Wall,382212,40,L1719,3122328,32,W3012B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,33,24W3612B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,MD30,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,34,24W3312B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,MD30,,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,35,WBC4830,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,fbr,plybox,web,,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,36,W3012B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,ffd,TSA,FTSF,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,37,W3012B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,FFD,TSA,FTSF,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,38,W2712B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,FFD,TSA,FTSF,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,39,W3012B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,FFD,TSA,FTSF,,,,,
6/27/2023,Wall,382212,40,L1719,3122328,40,W4218,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,h3,SND,plybox,MD8,,,,,,,
6/27/2023,Tall,382212,40,L1719,3122328,42,24UT3384B-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,MH81,EPBB6.00,plybox,WETL,,,,
6/27/2023,Tall,382212,40,L1719,3122328,43,24UT3384B-4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,MH81,EPBB6.00,plybox,,,,,
6/27/2023,Wall,382212,40,L1719,3129702,2,CQW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,LR,CQN512768,MH27,FISTD,,,,,
6/27/2023,Wall,382212,40,L1719,3129702,3,WBC4830B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,BLR,MD24,plybox,WEB,,,,,
6/27/2023,Wall,382212,40,L1719,3129702,4,WBC4830B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t2,REG,6/29/2023,07/03/23-07/07/23,mpl,SANDALWOOD,no,?,,,,, ,LOPEMAN/JOSEPH LAN,t2,mpl,kp,f,SND,h3,BLR,plybox,WEB,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,3,24W3036PD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,,KIT,Ryan_Kitch/108770,YZ,MPL,23K,F,GAL,LR,CLSC,FIO,EBR1.50,EPDB1.50,PLYBOX,,,,
6/27/2023,Wall,382212,20,70535,3130254,5,W3636B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,GAL,H3,LR,CLSC,MD29.50,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,6,W3036B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,MD24,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,7,W2136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,R,MW20,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,8,W2436B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,9,W2118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,R,MW20,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,10,W2418B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,11,W2436B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,12,W2136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,L,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,13,W2436B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,14,W2418B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,15,W2118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,L,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,16,W2418B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,17,W2436B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Wall,382212,20,70535,3130254,18,W2418B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,23,BFH09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,GAL,H3,NH,BOXO,CLSC,,,,,,
6/27/2023,Base,382212,20,70535,3130254,24,BFHC09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,,KIT,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,25,3DB30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,TKD,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,26,B36B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,WEL,FDS,,,,,,
6/27/2023,Base,382212,20,70535,3130254,27,SBA39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,GAL,H3,LR,CLSC,WER,,,,,,
6/27/2023,Base,382212,20,70535,3130254,28,B36B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,GAL,H3,LR,CLSC,tkd,WEL,FDS,,,,
6/27/2023,Base,382212,20,70535,3130254,29,3DB27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,WER,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,30,3DB27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,WEL,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,31,BFH21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,R,MW20,,,,,,
6/27/2023,SSusans,382212,20,70535,3130254,32,ASSCB36L33R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,R,FFER,,,,,,
6/27/2023,Base,382212,20,70535,3130254,33,24DB2118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,MH11,,,,,,,
6/27/2023,SSusans,382212,20,70535,3130254,34,ASSCB33L36R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,L,FFEL,,,,,,
6/27/2023,Base,382212,20,70535,3130254,35,B3D21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,36,BFH24B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,H3,GAL,CLSC,,,,,,,,
6/27/2023,Base,382212,20,70535,3130254,38,BFH24B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YZ,REG,6/29/2023,07/03/23-07/07/23,MPL,GALE CLASSIC,no,?,,,,, ,Ryan_Kitch/108770,YZ,MPL,23K,F,GAL,H3,LR,CLSC,MD16.5,,,,,,
